name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1530 b,1598,3.33 Earths,14.15,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1530 b,1598,3.33 Earths,14.15,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1530 b,1598,3.33 Earths,14.15,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1530 b,1598,3.33 Earths,14.15,2016
Kepler-1530 c,1598,3.36 Earths,14.15,2016
Kepler-1530 d,1598,10.8 Earths,14.15,2021
Kepler-1531 b,2174,1.41 Earths,13.202,2016
Kepler-1532 b,2604,2.39 Earths,15.293,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
Kepler-1534 b,3611,4.23 Earths,16.429,2016
Kepler-1535 b,2928,7.04 Earths,14.385,2016
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-1537 b,1687,1.76 Earths,14.827,2016
Kepler-1538 b,3671,8.35 Earths,15.551,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-154 f,2985,2.86 Earths,14.646,2016
Kepler-1550 b,3846,9.38 Earths,15.107,2016
Kepler-1551 b,4775,7.56 Earths,15.371,2016
Kepler-1552 b,2509,6.66 Earths,15.203,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1606 b,2712,4.94 Earths,15.396,2016
Kepler-1607 b,4195,0.721 Earths,13.969,2016
Kepler-1608 b,2714,3.64 Earths,16.265,2016
Kepler-1609 b,5957,5.56 Earths,15.159,2016
Kepler-160 b,3057,3.59 Earths,14.816,2014
Kepler-160 c,3057,13.6 Earths,14.816,2014
Kepler-160 d,3057,0.31463 Jupiters,14.816,2020
Kepler-1610 b,2819,3.22 Earths,16.077,2016
Kepler-1611 b,2963,0.457 Earths,14.627,2016
Kepler-1612 b,2495,1.08 Earths,14.936,2016
Kepler-1613 b,4920,4.98 Earths,14.192,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1622 b,2598,2.76 Earths,13.437,2016
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1624 b,845,27.6 Earths,16.597,2016
Kepler-1625 b,7536,30.6 Earths,16.227,2016
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.6 Earths,14.284,2014
Kepler-167 c,1115,3.44 Earths,14.284,2014
Kepler-167 d,1115,2.06 Earths,14.284,2016
Kepler-167 e,1115,1.01 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.6 Earths,14.284,2014
Kepler-167 c,1115,3.44 Earths,14.284,2014
Kepler-167 d,1115,2.06 Earths,14.284,2016
Kepler-167 e,1115,1.01 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.6 Earths,14.284,2014
Kepler-167 c,1115,3.44 Earths,14.284,2014
Kepler-167 d,1115,2.06 Earths,14.284,2016
Kepler-167 e,1115,1.01 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1685 b,3725,7.16 Earths,16.096,2020
Kepler-1686 b,2381,2.62 Earths,13.661,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1693 c,2479,0.894 Earths,14.857,2021
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-1695 b,2581,1.46 Earths,14.762,2020
Kepler-1696 b,4914,8.29 Earths,15.505,2020
Kepler-1697 b,808,2.12 Earths,13.556,2020
Kepler-1698 b,725,1.25 Earths,13.054,2020
Kepler-1699 b,2671,3.08 Earths,14.836,2020
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-169 c,1326,1.92 Earths,14.424,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-169 e,1326,5.48 Earths,14.424,2014
Kepler-169 f,1326,7.18 Earths,14.424,2014
Kepler-16 b,245,0.333 Jupiters,12.144,2011
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1685 b,3725,7.16 Earths,16.096,2020
Kepler-1686 b,2381,2.62 Earths,13.661,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
